title,url
Distance of Mouzas from retail market (Bazar) and sources of agricultural inputs supplies,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab7-A.pdf
Mouzas reporting credit facility by type of institution and by gender,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab8-A.pdf
Distance of Mouzas from commercial bank and on-line banking facility,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab9-A.pdf
Mouzas reporting sources of employment by gender,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab10-A.pdf
Mouzas reporting industries by scale,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab11-A.pdf
Mouzas reporting main sources of drinking water,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab12-A.pdf
Mouzas reporting taste and filtration facility of drinking water and toilet facility,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab13-A.pdf
"Mouzas reporting bricked streets,bricked drains and sewerage system",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab14-A.pdf
Distance of Mouzas from various types of health facilities,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab15-A.pdf
Mouzas reporting availability of electricity for domestic use,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab16-A.pdf
Mouzas reporting availability of fuel for domestic use,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab17-A.pdf
Distance of Mouzas from the facilities of diesel/petrol pump and depot/agency as well as CNG/LPG,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistab-tab18-A.pdf
Distance of Mouzas from facility of metal led road and transport,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab19-A.pdf
Distance of Mouzas from post office,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab20-A.pdf
Distance of Mouzas from telecommunication facilities,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab21-A.pdf
Mouzas reporting mass communication facilities by type of media,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab22-A.pdf
Mouzas reporting construction type of the houses,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab23-A.pdf
"Distance of Mouzas from primary,middle,high/higher secondary school,college and vocational centre for boys",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab24-A.pdf
"Distance of Mouzas from primary,middle,high/higher secondary school,college and vocational centre for girls",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab25-A.pdf
Mouzas reporting regular playgrounds facility by gender and by type of sports,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab26-A.pdf
Mouzas reporting regular teams by gender and by type of sports,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab27-A.pdf
Mouzas reporting,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab26-A.pdf
social organizations by gender,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab28-A.pdf
Mouzas reporing community reconciliation systems and distance of Mouzas from concerned police station/post,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-mouza-census2008/pakistan-tab29-A.pdf
All Pakistan Report (Introduction),https://www.pbs.gov.pk/wp-content/uploads/2020/07/All-Pakistan-Report-Introduction.pdf
All Pakistan Report Livestock Census 2006,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/pakistan-livestock-cencus2006/All%20Pakistan%20Report%20Livestock%20Census%202006%20%28PDF%29.pdf
KPK Province ReportLivestock Census 2006,https://www.pbs.gov.pk/?page_id=7442
Punjab Province ReportLivestock Census 2006,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Punjab-Province-Livestock-Census-2006.pdf
SINDH Province ReportLivestock Census 2006,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SINDH-Province-Report-Livestock-Census-2006-PDF.pdf
Balochistan Province ReportLivestock Census 2006,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Balochistan-Province-Livestock-Census-2006-PDF.pdf
"Special Report – Data on Milk Yield and its Parameters, Animals Slaughtered for Meat and Commercial Poultry",https://www.pbs.gov.pk/node/226
Write-up Pakistan Agricultural Machinery Census 2004,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Write-up-of-Agri.-Mach.-Census-2004-New.pdf
All Pakistan Report Tables,https://www.pbs.gov.pk/wp-content/uploads/2020/07/ALL-PAKISTAN-REPORT.pdf
KPK Province Tables,https://www.pbs.gov.pk/wp-content/uploads/2020/07/NWFP-Province-full.pdf
Punjab Province Tables,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Punjab-Province-Agri.-Machinery-Census-2004.pdf
Sindh Pronince Tables,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SINDH-Province-full.pdf
Balochistan Province Tables,https://www.pbs.gov.pk/wp-content/uploads/2020/07/BALOCHISTAN-Province.pdf
1,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tractors by type of ownership,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab1.pdf
2,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tractors by make and horsepower,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab2.pdf
3,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Massey Ferguson Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab3.pdf
4,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Ford Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab4.pdf
5,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Fiat Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab5.pdf
6,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned International Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab6.pdf
7,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Belarus and IMT Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab7.pdf
8,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Zetor and Deutz Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab8.pdf
9,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Zadrugar and Ursus Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab9.pdf
10,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned John Deere and Universal Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab10.pdf
11,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Privately owned Miscellaneous Tractors by model and year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab11.pdf
12,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tractors purchased as new or used and their present condition by year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab12.pdf
13,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tractor owners and tractors by horsepower and type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab13.pdf
14,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Leveling and cultivating equipments owned by tractor owners,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab14.pdf
15,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Leveling and cultivating equipments rented in by private tractor owners and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab15.pdf
16,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Leveling and cultivating equipments intended to be purchased by tractor owners and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab16.pdf
17,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Sowing, fertilizing and spraying equipments owned by tractor owners",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab17.pdf
18,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Sowing, fertilizing and spraying equipments rented in by private tractor owners by type of household",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab18.pdf
19,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Sowing, fertilizing and spraying equipments intended to be purchased by private tractor owners by type of household",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab19.pdf
20,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Harvesting, haulage and processing equipments owned by tractor owners",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab20.pdf
21,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Harvesting, haulage and processing equipments owned by tractor owners by type of household",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab21.pdf
22,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
"Harvesting, haulage and processing equipments intended to be purchased by tractor owners by type of household",https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab22.pdf
23,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Miscellaneous equipments and machines owned by tractor owners,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab23.pdf
24,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Miscellaneous equipments and machines rented in by private tractor owners and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab24.pdf
25,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Miscellaneous equipments and machines intended to be purchased by private tractor owners and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab25.pdf
26,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Purchase of tractors and implements during 2003-04 by source of finance and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab26.pdf
27,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Purchase of tractors and impliments by source of finance and by year of purchase,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab27.pdf
28,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Physical area covered by private tractors during last 12 months by type of household physical area covered by tractors,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab28.pdf
29,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use of private tractors for different operations during last 12 months by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab29.pdf
30,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use and renting out of private tractor time during last 12 months by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab30.pdf
31,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use and renting out of private tractor time during last 12 months by horsepower,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab31.pdf
32,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Use and renting out of private tractor time during last 12 months by yearly hours worked,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab32.pdf
33,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Average tractor hiring charges for different operations by horse power,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab33.pdf
34,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Average tractor hiring charges for different operations by horse power,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab34.pdf
35,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tractor drivers by status and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab35.pdf
36,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tractor owners with details of their operated area by size of holdings,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab36.pdf
37,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tractor owners by tenure and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab37.pdf
38,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Area added to farming by private tractor owners after purchase of tractor by size of holdings area added to farming,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab38.pdf
39,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Change in number of family workers on account of purchase of tractor by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab39.pdf
40,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Change in number of permanent agricultural workers on account of purchase of tractor by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab40.pdf
41,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Change in demand for casual workers after purchase of tractor by size of holdings,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab41.pdf
42,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Change in number of work animals on account of purchase of tractor by size of holdings,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab42.pdf
43,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Tractors remained out of order during last 12 months by number of days and by type of household,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab43.pdf
44,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Availability of various type of workshops for private tractors by distance,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab44.pdf
45,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
Private tractors repaired during last 12 months by type of workshops and by distance,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/tab45.pdf
46,https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_machinery_census_2004/%20width=
